Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,SubID,positive:negative,active:calm,controlled:in control,calm:stressed,bored:enthusiastic,carefree:worried,happy:unhappy,dissatisfied:satisfied,nervous:calm,relaxed:tense,tired:alert,energetic:listless / limp,pleased:annoyed,confident:unconfident,impression,relaxed.,dull.,judge,succeed,tense.,worried,feel,in control,reflecting,attention,thinking deeply,energetic.,happened to me,how other people might perform,something  happened earlier, the task will be too difficult, hard to concentrate,personal concerns,confident,examining motives.,I can handle,dealt with similar tasks in the past,reflecting on my reasons for doing the task,motivated to try hard,Q48 -  things important to me,uneasy.,tired.,cannot deal with effectively,bored,positive:negative,active:calm,controlled:in control,positive:negative,active:calm,controlled:in control,positive:negative,active:calm,controlled:in control,positive:negative,active:calm,controlled:in control,calm:stressed,bored:enthusiastic,carefree:worried,happy:unhappy,dissatisfied:satisfied,nervous:calm,relaxed:tense,tired:alert,energetic:listless / limp,pleased:annoyed,confident:unconfident,impression,relaxed.,dull.,judge,succeed,tense.,worried,feel,in control,reflecting,attention,thinking deeply,energetic.,happened to me,how other people might perform,something  happened earlier, the task will be too difficult, hard to concentrate,personal concerns,confident,examining motives,I can handle,dealt with similar tasks in the past,reflecting on my reasons,motivated to try hard,things important to me,uneasy,tired,cannot deal with effectively,bored,give direction,poor memory,judging distance,good sod,cardinal direction,get lost,enjoy reading maps,trouble read maps,very good reading aps,don't remember routes as car passenger,don't enjoy giving direction,not important to know where I am,let else do navigation,good at remembering new route,not good mental map,Level 2 Crowdedness,Level 3 Crowdedness,Crowd Avoidance,How relaxed,How stressed,Age,Gender,Height,Field of study,semester,End
18/2/19 0:28,18/2/19 1:37,IP Address,137.132.22.253,100,4128,TRUE,18/2/19 1:37,R_2wSJOvZl1U6slS6,,,,,1.292892456,103.8547058,anonymous,EN,42,2,5,7,2,6,6,6,1,5,2,7,1,1,1,Definitely false0,3,1,3,3,Neither true nor false  2,Definitely false0,1,3,3,Definitely true  4,1,Definitely true  4,Definitely false0,1,Definitely false0,1,Definitely false0,1,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,1,3,3,Definitely false0,Definitely false0,Definitely false0,Definitely false0,6,7,6,7,7,7,3,8,9,2,9,8,2,4,2,2,6,2,5,1,6,2,2,Definitely false0,Definitely true  4,1,1,3,Definitely false0,Definitely false0,Definitely false0,3,3,3,3,Definitely false0,1,1,3,Neither true nor false  2,3,3,3,3,3,Neither true nor false  2,3,1,Definitely false0,3,Definitely true  4,Definitely false0,Neither true nor false  2,5,7 (Strongly Disagree),3,4,7 (Strongly Disagree),6,2,6,3,3,2,6,2,3,6,90,42,4,5,5,27,Female,1.57,Student biochemistry,8,
18/2/19 18:30,18/2/19 19:34,IP Address,137.132.22.253,100,3853,TRUE,18/2/19 19:34,R_1pMvROfx4dyiZkZ,,,,,1.292892456,103.8547058,anonymous,EN,39,5,7,4,4,3,5,4,3,3,5,2,6,4,3,Definitely true  4,1,Neither true nor false  2,3,3,3,3,3,Neither true nor false  2,3,Definitely true  4,3,1,Definitely false0,3,Definitely false0,1,1,Neither true nor false  2,3,1,Neither true nor false  2,Definitely false0,3,3,3,Neither true nor false  2,3,1,Neither true nor false  2,3,5,5,3,4,5,5,5,5,3,4,6,4,4,4,3,5,5,3,4,4,3,3,3,3,Neither true nor false  2,3,3,1,3,3,Neither true nor false  2,3,Definitely true  4,3,Neither true nor false  2,Definitely false0,3,Definitely false0,1,1,1,3,Neither true nor false  2,3,Definitely false0,3,3,1,1,Neither true nor false  2,Definitely false0,1,5,5,4,5,5,3,6,5,5,2,2,6,1 (Strongly Agree),6,3,48,26,8,2,5,25,Male,1.75,Life Sciences,"Year 3, Sem 2",
18/2/19 20:10,18/2/19 21:14,IP Address,137.132.22.253,100,3834,TRUE,18/2/19 21:14,R_1iqSnhsnYi05IVk,,,,,1.292892456,103.8547058,anonymous,EN,29,3,5,4,5,5,5,4,4,3,5,3,5,3,4,3,1,Definitely false0,3,3,3,3,3,Neither true nor false  2,1,Definitely true  4,Neither true nor false  2,Neither true nor false  2,Definitely false0,3,1,1,1,Neither true nor false  2,Neither true nor false  2,1,3,3,Neither true nor false  2,3,Neither true nor false  2,3,3,Neither true nor false  2,1,3,3,3,3,2,3,2,2,3,4,2,3,5,5,3,3,6,5,5,3,4,3,4,3,Neither true nor false  2,Definitely false0,Definitely true  4,3,Neither true nor false  2,3,3,3,3,3,Neither true nor false  2,3,Definitely false0,3,Definitely false0,Neither true nor false  2,1,3,3,Neither true nor false  2,3,3,3,3,Neither true nor false  2,Neither true nor false  2,3,1,1,5,2,5,5,7 (Strongly Disagree),1 (Strongly Agree),6,3,6,2,2,4,1 (Strongly Agree),5,2,67,28,9,3,7,20,Female,1.57,Engineering,Y2S2,
18/2/19 21:28,18/2/19 23:59,IP Address,137.132.22.253,100,9062,TRUE,19/2/19 0:00,R_3nU9djajFUdGOwc,,,,,1.292892456,103.8547058,anonymous,EN,32,3,5,7,5,6,5,3,5,3,5,2,5,3,3,3,1,Definitely false0,1,3,3,3,Neither true nor false  2,3,3,3,3,1,3,Definitely false0,Definitely true  4,1,Neither true nor false  2,3,Neither true nor false  2,1,3,3,3,3,3,Neither true nor false  2,3,1,1,2,2,6,4,4,8,4,4,7,4,4,7,2,5,3,4,5,5,3,2,4,3,2,Neither true nor false  2,3,1,1,3,1,Neither true nor false  2,1,3,3,3,Neither true nor false  2,3,1,1,Definitely false0,1,1,Neither true nor false  2,3,1,3,Neither true nor false  2,3,1,3,Neither true nor false  2,3,1,Neither true nor false  2,6,2,5,6,2,2,5,2,5,2,1 (Strongly Agree),1 (Strongly Agree),2,6,2,71,51,9,4,5,24,Female,165,Student psychology ,Semester 2,
19/2/19 0:06,19/2/19 1:45,IP Address,137.132.22.253,100,5929,TRUE,19/2/19 1:45,R_5aM19Jh53V5gnFD,,,,,1.292892456,103.8547058,anonymous,EN,52,4,4,6,5,5,5,3,5,3,5,4,4,3,4,3,Neither true nor false  2,1,3,3,3,3,3,Neither true nor false  2,1,3,Neither true nor false  2,Neither true nor false  2,1,1,1,Neither true nor false  2,1,1,Neither true nor false  2,Neither true nor false  2,1,3,Neither true nor false  2,3,1,3,Neither true nor false  2,Neither true nor false  2,1,3,4,5,6,3,6,4,5,7,3,3,7,5,6,3,3,6,4,5,3,4,3,3,3,1,Neither true nor false  2,3,Neither true nor false  2,3,3,3,3,Neither true nor false  2,3,Neither true nor false  2,1,3,1,1,Neither true nor false  2,1,Neither true nor false  2,Neither true nor false  2,3,1,1,3,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,1,2,6,6,,6,3,6,2,6,5,5,3,2,4,2,18,46,6,5,4,21,Female,150,Engineering ,4,
19/2/19 20:03,19/2/19 21:10,IP Address,137.132.22.253,100,4032,TRUE,19/2/19 21:10,R_bdqko2KpTx3nrP3,,,,,1.292892456,103.8547058,anonymous,EN,21,5,3,5,6,6,6,4,4,2,6,2,6,4,6,Definitely true  4,1,Definitely false0,Definitely true  4,Definitely true  4,Definitely true  4,Definitely true  4,Definitely false0,1,1,Definitely true  4,1,Definitely false0,Definitely false0,1,1,3,Neither true nor false  2,3,Definitely false0,Definitely false0,1,Definitely false0,Definitely false0,Definitely true  4,Definitely false0,Definitely true  4,Definitely true  4,3,Definitely false0,7,2,5,7,3,5,8,5,4,8,4,5,6,4,6,5,3,1,7,5,4,5,5,Definitely true  4,Definitely false0,3,Definitely true  4,3,3,Definitely true  4,Definitely false0,Definitely false0,3,1,1,Definitely false0,Definitely false0,3,3,1,3,3,1,3,1,Definitely false0,3,1,3,Definitely true  4,Definitely true  4,3,3,6,2,7 (Strongly Disagree),3,7 (Strongly Disagree),3,2,3,2,3,2,6,4,5,5,100,24,8,0,6,19,Female,1.60m,Medicine,2,
20/2/19 0:57,20/2/19 1:48,IP Address,137.132.22.253,100,3052,TRUE,20/2/19 1:48,R_25KL5NUA8jeKNpr,,,,,1.292892456,103.8547058,anonymous,EN,35,1,3,5,3,4,3,2,5,5,3,4,3,3,2,3,3,1,Definitely false0,Neither true nor false  2,Definitely false0,Definitely false0,1,3,3,Definitely true  4,Neither true nor false  2,3,1,1,Neither true nor false  2,1,1,1,3,Neither true nor false  2,3,Neither true nor false  2,Neither true nor false  2,3,1,Definitely false0,1,Definitely false0,Definitely false0,1,1,9,1,1,9,1,1,9,1,1,9,6,6,3,2,6,4,6,6,2,1,1,Definitely false0,Neither true nor false  2,Definitely false0,Definitely false0,Definitely true  4,3,Definitely false0,Neither true nor false  2,3,Neither true nor false  2,Definitely true  4,1,Definitely true  4,Definitely false0,Definitely true  4,1,1,1,1,Definitely true  4,Neither true nor false  2,3,1,1,Definitely true  4,1,1,3,1,Definitely false0,2,5,2,2,3,5,2,4,3,6,4,1 (Strongly Agree),5,2,5,86,68,8,2,3,22,Female,1.61,Linguistics ,8,
20/2/19 18:20,20/2/19 19:45,IP Address,137.132.22.253,100,5137,TRUE,20/2/19 19:45,R_1gLx3uT611uKvKM,,,,,1.292892456,103.8547058,anonymous,EN,16,2,3,5,5,5,5,3,5,2,5,4,4,2,3,3,1,1,3,3,3,3,3,1,Neither true nor false  2,3,Neither true nor false  2,3,3,3,1,1,Definitely false0,1,Neither true nor false  2,1,3,3,1,3,3,Definitely false0,1,1,Definitely false0,3,3,6,2,3,7,1,2,8,1,2,8,3,5,2,2,6,5,5,2,6,3,2,3,1,1,Definitely false0,3,1,3,3,Neither true nor false  2,3,3,3,1,3,3,3,1,3,1,1,3,3,3,3,3,3,1,Definitely true  4,Neither true nor false  2,1,3,1 (Strongly Agree),5,3,7 (Strongly Disagree),5,6,5,6,2,5,5,5,2,5,48,20,8,3,7,22,Female,"1,59",Accountancy undergraduate,8,
20/2/19 20:00,20/2/19 20:55,IP Address,137.132.22.253,100,3290,TRUE,20/2/19 20:55,R_2EppqMl8VTmQFum,,,,,1.292892456,103.8547058,anonymous,EN,8,3,8,7,2,5,3,3,5,4,3,2,5,3,3,3,Neither true nor false  2,1,Neither true nor false  2,3,Neither true nor false  2,Neither true nor false  2,1,3,1,3,Neither true nor false  2,1,Definitely false0,3,Definitely false0,Definitely false0,Definitely false0,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,Definitely false0,Definitely false0,3,Neither true nor false  2,Neither true nor false  2,3,1,Definitely false0,3,3,6,2,2,7,2,2,7,2,2,8,5,5,3,2,5,5,3,5,3,3,3,3,3,1,1,3,1,1,1,3,1,3,1,3,Definitely false0,1,Definitely false0,1,Definitely false0,1,Neither true nor false  2,Definitely false0,3,Definitely false0,Definitely false0,3,1,Definitely false0,Neither true nor false  2,Definitely false0,Definitely false0,2,5,2,2,4,6,2,6,2,3,3,6,6,1 (Strongly Agree),6,81,44,8,4,6,24,Female,165,Student / Engineering,Masters sem 2,
20/2/19 23:00,21/2/19 0:09,IP Address,137.132.22.253,100,4107,TRUE,21/2/19 0:09,R_1GUm4D7guGRi3ch,,,,,1.292892456,103.8547058,anonymous,EN,12,3,7,7,2,3,3,2,6,5,3,1,6,3,3,3,3,Neither true nor false  2,1,Definitely true  4,1,Neither true nor false  2,1,3,3,3,1,Definitely false0,3,3,1,1,Neither true nor false  2,1,3,Definitely false0,3,1,1,3,Definitely false0,1,Definitely true  4,1,1,3,6,7,4,7,7,5,6,7,6,5,7,5,2,2,3,5,5,5,1,7,5,3,Definitely false0,1,3,Definitely false0,Definitely true  4,3,Definitely false0,Definitely false0,3,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,3,Definitely false0,3,Definitely false0,3,Definitely false0,Definitely false0,3,Definitely false0,1,Definitely true  4,1,Definitely true  4,2,3,2,2,7 (Strongly Disagree),6,2,7 (Strongly Disagree),2,6,2,6,5,5,6,92,13,9,7,4,25,Male,169,Student,8,
21/2/19 0:27,21/2/19 1:24,IP Address,137.132.22.253,100,3425,TRUE,21/2/19 1:24,R_1FLL2s9CnypySZ4,,,,,1.292892456,103.8547058,anonymous,EN,74,3,4,7,2,3,2,2,6,3,2,1,6,2,2,Neither true nor false  2,3,1,1,3,3,1,3,3,3,3,3,1,3,3,3,Definitely false0,Definitely false0,3,Neither true nor false  2,Neither true nor false  2,3,1,1,3,3,1,Definitely true  4,1,1,9,1,1,8,1,3,3,1,9,1,1,9,1,2,1,1,7,7,1,1,7,1,1,Definitely false0,Definitely true  4,Definitely true  4,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely true  4,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,3,Definitely false0,Definitely false0,3,Definitely true  4,Definitely false0,Definitely true  4,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Definitely false0,Definitely true  4,Definitely false0,Definitely true  4,5,1 (Strongly Agree),7 (Strongly Disagree),2,6,1 (Strongly Agree),5,3,5,1 (Strongly Agree),1 (Strongly Agree),2,1 (Strongly Agree),6,2,100,53,10,0,10,22,Male,185,Business ,1,
21/2/19 18:12,21/2/19 19:33,IP Address,137.132.22.253,100,4890,TRUE,21/2/19 19:33,R_2Y36W9tUF7bK56f,,,,,1.292892456,103.8547058,anonymous,EN,20,4,6,7,5,6,5,3,5,3,3,3,3,2,3,3,3,1,3,3,1,3,3,Neither true nor false  2,3,3,1,3,Definitely false0,Definitely false0,1,1,1,1,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,1,1,3,1,1,Neither true nor false  2,1,Definitely false0,3,8,7,3,8,7,3,8,8,2,8,8,1,5,3,3,5,6,2,5,3,2,3,1,3,Definitely false0,3,3,1,1,3,Definitely true  4,Neither true nor false  2,3,Neither true nor false  2,3,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,3,1,3,1,1,3,1,1,1,1,Definitely false0,5,3,6,6,7 (Strongly Disagree),5,5,3,6,1 (Strongly Agree),2,6,1 (Strongly Agree),3,3,70,13,2,6,4,20,Female,159 cm,Student,2,
